Generated by TimeView III
Date:;Tue Apr 20 15:10:14 2021Instrument:;PENDULUM, CNT-91, 232653, V1.28 25 Aug 2010 11:52
Data:;Frequency BtB

0; 250000000.347001;
1.000007558609; 250000000.347747;
2.000015109458; 250000000.287748;
3.000022660037; 250000000.355247;
4.000030218754; 250000000.320748;
5.000037769392; 250000000.340497;
6.000045328103; 250000000.322248;
7.000052886804; 250000000.324748;
8.00006044553; 250000000.318498;
9.000068004124; 250000000.351497;
10.00007556286; 250000000.315998;
11.000083121606; 250000000.313498;
12.00009068023; 250000000.343997;
13.000098239002; 250000000.306998;
14.000105789706; 250000000.323998;
15.000113348299; 250000000.351747;
16.000120899015; 250000000.320998;
17.000128457716; 250000000.324748;
18.00013600823; 250000000.371497;
19.000143559021; 250000000.302248;
20.000151109752; 250000000.317248;
21.0001586604; 250000000.337997;
22.000166211105; 250000000.323748;
23.000173761774; 250000000.332747;
24.000181312482; 250000000.322998;
25.000188863176; 250000000.326498;
26.000196413814; 250000000.340497;
27.000203964597; 250000000.304248;
28.000211507117; 250000000.369997;
29.00021905792; 250000000.299248;
30.000226600657; 250000000.315748;
31.000234151341; 250000000.328997;
32.000241693931; 250000000.352497;
33.000249244528; 250000000.350747;
34.000256795329; 250000000.299748;
35.000264346041; 250000000.321998;
36.000271896827; 250000000.303498;
37.000279455513; 250000000.328498;
38.000287006077; 250000000.358997;
39.000294556862; 250000000.303748;
40.000302115458; 250000000.350997;
41.000309666186; 250000000.317998;
42.000317216769; 250000000.354247;
43.000324767585; 250000000.295998;
44.00033231834; 250000000.311248;
45.000339868785; 250000000.388747;
46.000347419544; 250000000.310248;
47.000354962227; 250000000.329248;
48.000362512969; 250000000.314498;
49.000370055676; 250000000.323248;
50.000377606386; 250000000.322498;
51.000385149047; 250000000.334747;
52.000392699781; 250000000.316498;
53.00040024244; 250000000.335247;
54.000407793056; 250000000.345997;
55.000415335823; 250000000.308248;
56.000422886478; 250000000.336247;
57.000430437174; 250000000.325998;
58.000437995804; 250000000.342497;
59.000445546533; 250000000.317748;
60.000453105257; 250000000.318998;
61.000460655931; 250000000.331497;
62.000468214599; 250000000.332998;
63.000475773285; 250000000.328498;
64.000483323985; 250000000.324998;
65.000490882689; 250000000.323998;
66.000498433267; 250000000.355497;
67.000505983916; 250000000.337747;
68.000513534654; 250000000.315498;
69.000521077437; 250000000.304248;
70.00052862808; 250000000.339247;
71.00053617073; 250000000.337497;
72.000543713481; 250000000.312248;
73.000551264136; 250000000.336247;
74.00055880688; 250000000.313998;
75.000566349452; 250000000.356997;
76.000573884219; 250000000.308248;
77.000581426898; 250000000.330247;
78.000588969495; 250000000.350747;
79.000596504216; 250000000.319748;
80.00060404686; 250000000.338997;
81.000611589654; 250000000.301498;
82.000619124234; 250000000.354997;
83.000626666929; 250000000.326248;
84.000634209647; 250000000.320498;
85.000641744346; 250000000.325248;
86.000649287062; 250000000.320998;
87.00065683765; 250000000.352997;
88.00066438044; 250000000.302498;
89.000671923199; 250000000.310248;
90.000679465786; 250000000.353247;
91.000687008495; 250000000.322748;
92.000694551076; 250000000.354747;
93.000702093862; 250000000.303498;
94.000709636498; 250000000.340997;
95.000717179119; 250000000.344747;
96.000724721807; 250000000.327998;
97.000732264576; 250000000.307748;
98.000739799258; 250000000.329498;
99.000747333942; 250000000.328997;
100.00075487662; 250000000.330498;
101.000762411351; 250000000.317248;
102.000769945986; 250000000.341247;
103.000777480639; 250000000.336747;
104.000785015257; 250000000.345497;
105.000792557996; 250000000.315248;
106.000800100785; 250000000.302748;
107.000807643358; 250000000.356747;
108.000815186132; 250000000.306498;
109.000822728728; 250000000.350997;
110.000830271369; 250000000.339747;
111.000837814103; 250000000.316498;
112.000845356696; 250000000.351747;
113.000852899508; 250000000.296998;
114.000860434219; 250000000.322248;
115.000867976858; 250000000.340247;
116.000875519489; 250000000.342247;
117.000883054197; 250000000.322998;
118.000890588955; 250000000.310498;
119.000898123632; 250000000.330748;
120.000905666278; 250000000.338497;
121.000913200885; 250000000.348247;
122.000920735603; 250000000.320498;
123.000928270248; 250000000.338747;
124.000935813004; 250000000.310998;
125.000943347716; 250000000.321998;
126.000950890319; 250000000.349247;
127.000958433048; 250000000.317748;
128.000965975768; 250000000.319998;
129.00097351839; 250000000.344497;
130.000981061077; 250000000.328248;
131.00098860381; 250000000.316748;
132.000996146426; 250000000.345997;
133.001003681013; 250000000.353247;
134.001011223814; 250000000.299748;
135.001018766515; 250000000.324748;
136.001026301223; 250000000.322998;
137.001033843905; 250000000.329498;
138.001041378544; 250000000.340247;
139.001048913244; 250000000.324998;
140.001056447953; 250000000.322748;
141.001063982519; 250000000.358497;
142.001071517261; 250000000.314498;
143.001079059946; 250000000.328748;
144.001086594606; 250000000.334998;
145.001094129289; 250000000.329248;
146.001101663978; 250000000.327748;
147.001109206643; 250000000.333748;
148.00111674927; 250000000.343247;
149.001124292033; 250000000.309248;
150.001131826714; 250000000.329748;
151.00113936947; 250000000.310998;
152.001146912026; 250000000.360997;
153.001154454782; 250000000.310998;
154.001161989397; 250000000.346247;
155.001169532135; 250000000.315498;
156.001177074877; 250000000.314498;
157.001184609489; 250000000.346997;
158.001192144197; 250000000.322998;
159.001199678827; 250000000.342497;
160.001207213508; 250000000.329748;
161.001214740238; 250000000.317498;
162.001222282845; 250000000.348247;
163.001229817567; 250000000.319498;
164.00123736023; 250000000.334248;
165.001244902768; 250000000.365497;
166.001252445566; 250000000.300498;
167.001259988354; 250000000.302998;
168.00126753104; 250000000.328498;
169.001275073644; 250000000.348997;
170.001282616368; 250000000.318998;
171.00129015094; 250000000.356997;
172.001297693672; 250000000.316998;
173.001305236387; 250000000.321248;
174.001312770995; 250000000.347997;
175.001320313701; 250000000.323498;
176.001327848417; 250000000.320998;
177.001335383058; 250000000.339747;
178.001342917847; 250000000.302748;
179.001350452483; 250000000.340997;
180.00135797921; 250000000.318248;
181.001365513763; 250000000.361747;
182.001373040503; 250000000.314998;
183.001380575277; 250000000.306498;
184.001388101971; 250000000.326498;
185.001395628577; 250000000.348497;
186.001403163217; 250000000.339997;
187.001410697902; 250000000.328748;
188.001418232598; 250000000.325998;
189.001425775313; 250000000.321248;
190.001433309956; 250000000.339247;
191.001440844635; 250000000.330247;
192.001448379313; 250000000.330498;
193.001455914124; 250000000.297248;
194.001463448668; 250000000.363997;
195.001470983486; 250000000.295498;
196.00147851803; 250000000.363997;
197.00148604474; 250000000.322498;
198.001493579374; 250000000.341497;
199.001501106131; 250000000.310748;
200.001508632792; 250000000.334747;
201.001516159459; 250000000.333248;
202.001523686187; 250000000.317998;
203.001531220767; 250000000.354997;
204.001538747461; 250000000.326498;
205.001546274219; 250000000.310498;
206.001553808905; 250000000.328498;
207.001561335548; 250000000.339247;
208.00156887023; 250000000.329498;
209.001576396916; 250000000.328498;
210.001583923554; 250000000.340497;
211.001591458171; 250000000.345747;
212.001598992889; 250000000.320498;
213.001606519672; 250000000.304248;
214.001614054258; 250000000.353497;
215.001621580867; 250000000.347747;
216.001629115749; 250000000.279498;
217.001636650311; 250000000.359497;
