Generated by TimeView III
Date:;Tue Apr 20 15:03:21 2021Instrument:;PENDULUM, CNT-91, 232653, V1.28 25 Aug 2010 11:52
Data:;Frequency BtB

0; 250000000.346751;
1.000007630911; 250000000.272248;
2.000015253602; 250000000.327248;
3.000022884236; 250000000.341497;
4.000030514965; 250000000.317748;
5.000038137697; 250000000.316998;
6.000045760438; 250000000.314748;
7.000053391129; 250000000.327248;
8.000061013741; 250000000.346997;
9.000068636585; 250000000.288998;
10.000076259267; 250000000.329497;
11.00008389; 250000000.316748;
12.000091512682; 250000000.329497;
13.000099135547; 250000000.283748;
14.000106766076; 250000000.367747;
15.000114388832; 250000000.310998;
16.000122011496; 250000000.333997;
17.000129634254; 250000000.310498;
18.000137257025; 250000000.307248;
19.000144879664; 250000000.340247;
20.000152510247; 250000000.354247;
21.000160133033; 250000000.303498;
22.000167755694; 250000000.334747;
23.000175378449; 250000000.311248;
24.000183001204; 250000000.311248;
25.000190623823; 250000000.345247;
26.000198246606; 250000000.304248;
27.000205877332; 250000000.318498;
28.000213499943; 250000000.347247;
29.000221122737; 250000000.301498;
30.000228745421; 250000000.328997;
31.000236368061; 250000000.339997;
32.000243990766; 250000000.323748;
33.000251621595; 250000000.292748;
34.000259244199; 250000000.348997;
35.000266867038; 250000000.290248;
36.000274497664; 250000000.343497;
37.000282120375; 250000000.322248;
38.000289743143; 250000000.307998;
39.000297365874; 250000000.317248;
40.000304996535; 250000000.334747;
41.00031261919; 250000000.336247;
42.000320241911; 250000000.319748;
43.000327872586; 250000000.331248;
44.000335495347; 250000000.309748;
45.000343118079; 250000000.316998;
46.000350740811; 250000000.316998;
47.00035837146; 250000000.337747;
48.000365986221; 250000000.309748;
49.000373608868; 250000000.338247;
50.000381231489; 250000000.344747;
51.000388854236; 250000000.313248;
52.000396476952; 250000000.320998;
53.000404091642; 250000000.327498;
54.000411714455; 250000000.296748;
55.000419329086; 250000000.342247;
56.000426943835; 250000000.312748;
57.000434566478; 250000000.339247;
58.000442181212; 250000000.316498;
59.00044979595; 250000000.315498;
60.000457410657; 250000000.323248;
61.000465025402; 250000000.313748;
62.000472640055; 250000000.336747;
63.000480254872; 250000000.295748;
64.000487869518; 250000000.338497;
65.000495484197; 250000000.330247;
66.00050309093; 250000000.316748;
67.000510705602; 250000000.331997;
68.000518320374; 250000000.306998;
69.000525935093; 250000000.320248;
70.000533541711; 250000000.345497;
71.000541156498; 250000000.303248;
72.000548771084; 250000000.353497;
73.000556377897; 250000000.296748;
74.000563992562; 250000000.333747;
75.000571607284; 250000000.319498;
76.000579213947; 250000000.334247;
77.00058682862; 250000000.331748;
78.000594435366; 250000000.313498;
79.000602042141; 250000000.306248;
80.00060965679; 250000000.337747;
81.000617271522; 250000000.316998;
82.000624878175; 250000000.336747;
83.000632484945; 250000000.307498;
84.000640099588; 250000000.339247;
85.000647706297; 250000000.322748;
86.000655312974; 250000000.330747;
87.000662919708; 250000000.316498;
88.000670526443; 250000000.316248;
89.000678133088; 250000000.338747;
90.000685739893; 250000000.298748;
91.000693346587; 250000000.326498;
92.000700953293; 250000000.323498;
93.00070856; 250000000.323248;
94.000716166676; 250000000.330998;
95.000723773372; 250000000.325998;
96.000731372098; 250000000.318498;
97.000738978771; 250000000.331748;
98.000746585565; 250000000.301498;
99.000754192135; 250000000.357497;
