#Menlo Systems GmbH 2009 - Comb Watch v0.9.6
#Measurement from 15.2.2021.
#Begin of the measurement: 17:17:10, 62230 sec after midnight.
#Add 800115430 to get the time since 0:00 of 10th Oct. 1995 = MJD 50000 in seconds.
#
#C0:    timestamp
#C1:    reprate.freq    The actual repetition rate of the comb (calculated from counter0)   Hz
#C2:    offset.freq Offset beat frequency (see counter1)    Hz  20000000    10
#
#S0:    4
#Statistics settings
#S1:    250004119   0.005
#S2:    20000000    10
#
#timestamp  #reprate.freq   #offset.freq
0   250004119   20000000.602
0.998401880264282   250004118.99975 20000000.063
1.99680304527283    250004119.00025 19999998.307
2.99520492553711    250004118.9995  20000000.413
3.99360704421997    250004119.00025 20000000.291
4.99200892448425    250004118.99975 19999998.3609999
6.00601005554199    250004119.0005  20000000.896
7.00441193580627    250004119.00025 19999999.092
8.00281405448914    250004119.00025 20000002.542
9.00121593475342    250004118.99975 19999999.994
9.99961709976196    250004118.99975 19999999.653
10.9980189800262    250004118.99925 20000001.375
11.9964210987091    250004119.001   19999998.035
12.9948229789734    250004119   19999999.614
13.9932239055634    250004118.99925 20000000.261
14.9916260242462    250004119   20000001.714
16.0056278705597    250004119.00025 19999997.507
17.0040299892426    250004119.00075 19999999.972
18.0024309158325    250004118.9995  20000000.458
19.0008330345154    250004118.9995  19999998.927
19.9992349147797    250004119.00075 19999999.763
20.9976370334625    250004118.9995  20000003.816
21.9960379600525    250004119.00075 19999998.075
22.9944400787354    250004118.99975 20000000.098
23.9928419589996    250004119.0005  19999998.346
24.9912440776825    250004118.9995  20000003.776
26.0052449703217    250004118.99925 19999997.204
27.0036470890045    250004119.0005  20000001.218
28.0020489692688    250004118.99975 19999999.055
29.0004510879517    250004119   19999999.931
29.9988520145416    250004119   20000001.838
30.9972538948059    250004119   19999997.352
31.9956560134888    250004119.0005  20000000.087
32.9940578937531    250004119.00025 20000000.018
33.9924590587616    250004119   20000000.288
35.0064609050751    250004118.9995  19999998.799
36.0048630237579    250004119.00025 20000002.174
37.0032649040222    250004119   19999999.948
38.0016670227051    250004119   20000000.737
39.000067949295 250004119   19999996.5200001
39.9984700679779    250004118.9995  20000001.63
40.9968719482422    250004119.00025 20000000.936
41.995274066925 250004118.99975 19999999.936
42.993674993515 250004119.00075 19999999.9169999
43.9920768737793    250004119   20000001.449
45.0060789585114    250004118.99925 19999998.138
46.0044810771942    250004119.0005  20000001.2490001
47.0028820037842    250004118.99975 19999998.686
48.0012838840485    250004119   20000001.847
48.9996860027313    250004119.00025 19999999.832
49.9980878829956    250004118.999   19999997.596
50.9964890480042    250004119.0005  20000002.301
51.9948909282684    250004119.00075 19999997.24
52.9932930469513    250004118.99925 20000001.923
53.9916949272156    250004119.00025 20000000.228
55.0056960582733    250004119.00025 19999998.013
56.0040979385376    250004119   20000000.3069999
57.0025000572205    250004118.9995  19999999.929
58.0009019374847    250004119.00025 20000002.464
58.9993028640747    250004119.00025 19999997.51
59.9977049827576    250004118.99975 20000001.506
60.9961068630219    250004119.00025 20000000.739
61.9945089817047    250004119   19999999.909
62.9929099082947    250004118.999   19999997.52
63.9913120269775    250004119.0015  20000002.495
65.005313873291 250004118.999   19999997.958
66.0037159919739    250004118.99975 20000001.304
67.0021169185638    250004119.001   20000000.882
68.0005190372467    250004118.9995  20000000.05
68.998920917511 250004119.0005  19999999.69
69.9973230361938    250004118.9995  19999999.441
70.9957239627838    250004118.999   20000000.488
71.9941260814667    250004119.0015  20000000.503
72.992527961731 250004119   19999999.059
74.006530046463 250004118.999   20000000.186
75.0049319267273    250004119.00075 19999999.356
76.0033330917358    250004118.9995  20000001.348
77.0017349720001    250004119.00025 19999998.837
78.000137090683 250004118.9995  19999998.512
78.9985389709473    250004119.00025 20000001.743
79.9969398975372    250004118.99975 20000000.414
80.9953420162201    250004119.0015  19999999.446
81.9937438964844    250004118.99875 20000000.431
82.9921460151672    250004119.001   20000000.58
84.0061469078064    250004118.9995  19999999.056
85.0045490264893    250004118.99975 19999998.687
86.0029509067535    250004119   19999999.499
87.0013530254364    250004118.99975 19999999.423
87.9997539520264    250004119   20000003.316
88.9981560707092    250004119.001   19999998.7640001
89.9965579509735    250004118.99875 20000001.719
90.9949600696564    250004119.001   19999998.2409999
91.9933609962463    250004118.9995  20000000.933
92.9917628765106    250004118.9995  19999997.2920001
94.0057649612427    250004119.0005  20000003.076
95.0041670799255    250004118.9995  19999999.2620001
96.0025680065155    250004119.00025 20000001.5469999
97.0009698867798    250004119   19999998.495
97.9993720054626    250004119.00025 19999998.4580001
98.9977738857269    250004119   20000001.028
99.9961750507355    250004118.99975 19999998.5849999
100.994576931   250004119.0005  20000000.6340001
101.992979049683    250004118.9995  20000000.8609999
103.006980895996    250004119.0005  20000001.0040001
104.005382061005    250004118.9995  19999999.8889999
105.003783941269    250004118.99975 20000000.2690001
106.002186059952    250004119.00125 19999997.7079999
107.000587940216    250004118.99925 20000000.484
107.998988866806    250004118.99975 20000000.585
108.997390985489    250004119.001   20000000.415
109.995792865753    250004118.999   20000001.011
110.994194984436    250004118.99975 19999999.3280001
111.992595911026    250004119.00075 19999999.9679999
113.006597995758    250004119.0005  19999999.5830001
114.004999876022    250004118.9995  20000000.773
115.003401994705    250004119   19999999.9389999
116.001803874969    250004118.99975 19999997.681
117.000205039978    250004119.00025 20000001.443
117.998606920242    250004118.99975 20000001.616
118.997009038925    250004119.0005  19999997.9
119.995410919189    250004118.9995  20000001.32
120.993812084198    250004118.9995  19999999.795
121.992213964462    250004119.0005  20000000.054
