#Menlo Systems GmbH 2009 - Comb Watch v0.9.6
#Measurement from 23.3.2021.
#Begin of the measurement: 16:45:17, 60317 sec after midnight.
#Add 803223917 to get the time since 0:00 of 10th Oct. 1995 = MJD 50000 in seconds.
#
#C0:	timestamp
#C1:	reprate.freq	The actual repetition rate of the comb (calculated from counter0)	Hz
#C2:	offset.freq	Offset beat frequency (see counter1)	Hz	20000000	10
#C3:	counter2.freq	Counter channel 2 frequency	Hz
#
#S0:	4
#Statistics settings
#S1:	250114573.25	0.005
#S2:	20000000	10
#S3:	#
#
#timestamp	#reprate.freq	#offset.freq	#counter2.freq
0.998402118682861	250114573.24925	19999999.7839999	9990227.51200008
1.99680399894714	250114573.25025	20000000.7540001	9989680.73899996
2.99520516395569	250114573.25	19999999.258	9997418.73399997
3.99360704421997	250114573.25	20000000.14	10012395.33
4.99200916290283	250114573.25	20000000.559	10034069.9629999
5.99041104316711	250114573.24975	19999999.1439999	10066593.3610001
6.98881196975708	250114573.2505	20000000.466	10104631.386
7.98721408843994	250114573.25	19999999.959	10146732.379
9.00121593475342	250114573.25	19999999.1160001	10188797.594
9.99961805343628	250114573.2495	20000001.725	10230161.38
10.9980199337006	250114573.25	19999998.346	10270328.746
11.9964210987091	250114573.25	19999999.9990001	10309290.6309999
12.9948229789734	250114573.25075	20000000.533	10336692.12
13.9932250976563	250114573.25025	19999999.249	10352828.4330001
14.9916269779205	250114573.24975	20000000.033	10354699.484
15.9900281429291	250114573.24975	20000000.709	10340619.498
16.9884300231934	250114573.24925	19999999.5750001	10317697.0649999
18.0024321079254	250114573.25025	20000000.308	10292422.5
19.0008339881897	250114573.251	19999999.518	10267403.3840001
19.9992351531982	250114573.25	19999999.836	10239690.6489999
20.9976370334625	250114573.24975	20000000.35	10216264.6930001
21.9960391521454	250114573.249	20000000.61	10198903.5309999
22.9944410324097	250114573.2505	19999999.902	10188898.365
23.9928419589996	250114573.24975	19999999.349	10187385.1340001
24.9912440776825	250114573.2495	19999999.74	10194184.081
25.9896459579468	250114573.25125	20000000.811	10204683.466
26.9880480766296	250114573.2495	19999999.149	10220136.608
28.0020489692688	250114573.2505	20000001.075	10237002.997
29.0004510879517	250114573.25	19999999.163	10248197.782
29.9988529682159	250114573.2495	20000000.705	10254826.453
30.9972550868988	250114573.2495	19999999.704	10259174.534
31.9956560134888	250114573.25025	19999999.613	10259431.648
32.9940581321716	250114573.24975	20000000.912	10264715.862
33.9924600124359	250114573.25075	19999999.86	10274130.776
34.9908621311188	250114573.2495	19999999.791	10285412.522
35.9892630577087	250114573.25025	19999999.596	10294973.766
36.987664937973	250114573.24975	20000000.343	10291105.089
38.0016670227051	250114573.2505	20000001.169	10285012.913
39.0000691413879	250114573.25025	19999998.382	10285063.432
39.9984700679779	250114573.25	20000001.427	10298836.477
40.9968719482422	250114573.24975	20000000.316	10328430.354
41.995274066925	250114573.2495	19999998.405	10371915.103
42.9936759471893	250114573.2505	20000001.314	10425989.04
43.9920771121979	250114573.2505	19999999.043	10488456.12
44.9904789924622	250114573.24925	19999999.764	10558279.109
45.988881111145	250114573.25025	19999999.469	10631852.852
47.0028829574585	250114573.2505	20000000.921	10707879.108
48.001284122467	250114573.2495	19999999.176	10775239.992
48.9996860027313	250114573.25025	20000000.39	10828666.531
49.9980881214142	250114573.25025	20000000.283	10865489.049
50.9964900016785	250114573.2495	19999998.4220001	10890162.966
51.9948921203613	250114573.25025	20000000.8149999	10909549.491
52.9932930469513	250114573.24975	20000000.107	10925898.513
53.9916951656342	250114573.24975	20000000.419	10944132.916
54.9900970458984	250114573.25025	20000000.219	10966427.504
55.9884991645813	250114573.2495	20000000.327	10993991.703
57.0025000572205	250114573.251	19999999.8180001	11027785.754
58.0009019374847	250114573.25	19999999.7919999	11064463.444
58.9993040561676	250114573.249	20000000.108	11109491.242
59.9977059364319	250114573.2505	19999999.283	11157205.428
60.9961071014404	250114573.24975	20000000.339	11209659.553
61.9945089817047	250114573.24975	20000001.4629999	11259541.58
62.9929111003876	250114573.25	19999998.666	11307720.902
63.9913129806519	250114573.2505	19999999.75	11353629.614
64.9897141456604	250114573.2495	19999999.931	11394209.056
65.9881160259247	250114573.2505	20000000.0420001	11438098.617
67.0021181106567	250114573.25	20000000.568	11482813.295
68.000519990921	250114573.25	19999999.904	11524309.035
68.9989211559296	250114573.24975	20000001.827	11566049.042
69.9973230361938	250114573.25	19999999.12	11605350.159
70.9957251548767	250114573.25025	19999999.4369999	11645297.369
71.994127035141	250114573.2505	19999999.715	11680362.768
72.992527961731	250114573.24925	20000001.387	11707836.9899999
73.9909300804138	250114573.25075	19999999.038	11732051.905
74.9893319606781	250114573.24925	20000000.666	11757782.393
76.0033340454102	250114573.25025	20000000.402	11789652.706
77.0017349720001	250114573.2495	19999998.213	11824929.135
78.000137090683	250114573.25025	20000001.19	11865688.1340001
78.9985389709473	250114573.2505	20000000.523	11910809.701
79.9969410896301	250114573.25	19999998.914	11959397.825
80.9953420162201	250114573.2495	20000000.175	12007646.6869999
81.993744134903	250114573.25	20000000.473	12055638.807
82.9921460151672	250114573.2505	20000000.424	12100134.344
83.9905481338501	250114573.2495	19999999.569	12141629.018
84.9889490604401	250114573.2505	19999999.362	12182217.4169999
86.0029511451721	250114573.2495	20000000.362	12224589.9680001
87.0013530254364	250114573.25075	20000000.789	12267504.6110001
87.9997551441193	250114573.249	19999998.818	12311564.1279999
88.9981570243835	250114573.2505	20000000.72	12352552.1260001
89.9965579509735	250114573.25	19999999.835	12385464.941
